x1,x2,x3,x4,x5,x6,x7,math
-2.0,2.0,28.0,20.0,6.0,6.0,4.0,112.0
-1.0,2.0,25.0,18.0,8.0,4.0,2.0,116.0
17.0,15.0,27.0,16.0,1.0,-1.0,0.0,118.0
1.0,1.0,8.0,7.0,1.0,0.0,0.0,148.0
18.0,5.0,30.0,18.0,5.0,-2.0,1.0,117.0
15.0,16.0,28.0,18.0,0.0,-0.0,1.0,112.0
-0.0,2.0,28.0,17.0,7.0,1.0,1.0,107.0
-2.0,0.0,23.0,22.0,1.0,2.0,2.0,112.0
-2.0,2.0,28.0,20.0,6.0,3.0,3.0,106.0
1.0,-13.0,25.0,17.0,2.0,-5.0,-1.0,96.0
-5.0,12.0,30.0,21.0,10.0,10.0,5.0,116.0
11.0,6.0,28.0,19.0,2.0,0.0,2.0,115.0
-1.0,1.0,22.0,24.0,1.0,-1.0,1.0,110.0
11.0,4.0,26.0,18.0,5.0,-1.0,-2.0,119.0
16.0,13.0,30.0,19.0,3.0,1.0,0.0,117.0
-4.0,10.0,21.0,23.0,3.0,1.0,1.0,114.0
19.0,14.0,29.0,17.0,4.0,1.0,-1.0,126.0
-3.0,-3.0,27.0,18.0,4.0,0.0,1.0,99.0
1.0,1.0,8.0,7.0,1.0,0.0,0.0,145.0
-4.0,-6.0,26.0,20.0,0.0,-2.0,-1.0,89.0
12.0,8.0,34.0,21.0,0.0,-0.0,3.0,101.0
-3.0,-3.0,24.0,17.0,6.0,0.0,-0.0,108.0
10.0,4.0,26.0,18.0,5.0,1.0,1.0,120.0
-7.0,6.0,20.0,22.0,1.0,-1.0,-0.0,105.0
13.0,4.0,28.0,18.0,3.0,-2.0,-2.0,109.0
-2.0,1.0,27.0,18.0,9.0,5.0,4.0,117.0
-6.0,4.0,30.0,17.0,9.0,5.0,4.0,101.0
-1.0,-6.0,25.0,14.0,5.0,4.0,3.0,111.0
14.0,11.0,27.0,17.0,4.0,-2.0,-2.0,118.0
12.0,13.0,30.0,20.0,4.0,-0.0,-2.0,108.0
-8.0,-10.0,30.0,17.0,-0.0,4.0,6.0,87.0
8.0,2.0,28.0,17.0,6.0,2.0,0.0,114.0
0.0,-9.0,24.0,15.0,1.0,-2.0,-1.0,100.0
-1.0,-7.0,26.0,18.0,1.0,-3.0,3.0,94.0
12.0,4.0,25.0,16.0,3.0,1.0,1.0,124.0
-12.0,-13.0,26.0,20.0,7.0,3.0,2.0,97.0
14.0,9.0,26.0,15.0,5.0,2.0,0.0,129.0
16.0,10.0,28.0,16.0,2.0,-0.0,0.0,121.0
10.0,5.0,27.0,19.0,4.0,-0.0,3.0,115.0
-0.0,-13.0,26.0,17.0,2.0,1.0,2.0,101.0
14.0,12.0,28.0,18.0,4.0,1.0,1.0,124.0
-7.0,-6.0,26.0,19.0,5.0,4.0,3.0,101.0
12.0,1.0,28.0,19.0,3.0,-1.0,0.0,110.0
9.0,2.0,28.0,19.0,5.0,1.0,1.0,115.0
1.0,1.0,8.0,7.0,1.0,0.0,0.0,144.0
-4.0,4.0,28.0,20.0,9.0,8.0,4.0,114.0
15.0,12.0,24.0,15.0,-0.0,-2.0,-2.0,122.0
-5.0,9.0,29.0,18.0,9.0,4.0,3.0,105.0
-8.0,-1.0,20.0,22.0,3.0,4.0,5.0,116.0
-2.0,-9.0,26.0,18.0,2.0,-1.0,3.0,96.0
1.0,1.0,8.0,7.0,1.0,0.0,0.0,146.0
-1.0,-1.0,23.0,22.0,1.0,0.0,2.0,106.0
12.0,4.0,24.0,16.0,4.0,1.0,-0.0,124.0
-3.0,-8.0,22.0,16.0,5.0,2.0,2.0,118.0
9.0,4.0,27.0,18.0,6.0,0.0,2.0,117.0
15.0,6.0,30.0,19.0,7.0,-1.0,-1.0,112.0
-1.0,-0.0,28.0,19.0,3.0,4.0,1.0,105.0
-1.0,-3.0,24.0,17.0,6.0,4.0,4.0,117.0
0.0,-2.0,22.0,16.0,2.0,0.0,1.0,115.0
17.0,1.0,29.0,18.0,3.0,-2.0,1.0,116.0
-2.0,0.0,30.0,19.0,5.0,4.0,3.0,99.0
18.0,13.0,30.0,18.0,4.0,-0.0,0.0,116.0
12.0,4.0,27.0,18.0,5.0,2.0,-1.0,122.0
10.0,3.0,28.0,19.0,7.0,-0.0,-1.0,113.0
8.0,3.0,26.0,18.0,4.0,1.0,-1.0,115.0
1.0,1.0,8.0,7.0,1.0,0.0,0.0,147.0
9.0,1.0,25.0,15.0,6.0,3.0,1.0,125.0
11.0,2.0,30.0,19.0,6.0,-1.0,2.0,107.0
-3.0,-4.0,25.0,19.0,6.0,3.0,2.0,108.0
-3.0,-12.0,22.0,16.0,-2.0,-2.0,0.0,96.0
-3.0,3.0,21.0,27.0,2.0,4.0,2.0,119.0
-2.0,-8.0,28.0,19.0,2.0,-1.0,1.0,88.0
-2.0,1.0,27.0,20.0,5.0,3.0,3.0,104.0
12.0,3.0,28.0,19.0,4.0,1.0,1.0,120.0
-6.0,-12.0,26.0,18.0,2.0,1.0,1.0,92.0
17.0,6.0,28.0,17.0,2.0,-1.0,-3.0,119.0
17.0,15.0,27.0,15.0,6.0,-1.0,-2.0,123.0
1.0,1.0,8.0,7.0,1.0,0.0,0.0,148.0
13.0,6.0,27.0,17.0,5.0,-1.0,-0.0,116.0
-2.0,-2.0,28.0,18.0,5.0,2.0,3.0,101.0
-6.0,8.0,28.0,21.0,10.0,6.0,4.0,111.0
-3.0,-12.0,25.0,18.0,7.0,1.0,-0.0,108.0
0.0,-11.0,25.0,13.0,-2.0,-4.0,-1.0,91.0
-3.0,1.0,25.0,18.0,4.0,-1.0,-0.0,101.0
-4.0,-2.0,25.0,17.0,6.0,1.0,4.0,108.0
0.0,9.0,18.0,22.0,-2.0,-5.0,-1.0,109.0
9.0,9.0,28.0,15.0,3.0,3.0,3.0,116.0
-8.0,5.0,29.0,18.0,10.0,8.0,5.0,109.0
-1.0,-9.0,28.0,17.0,3.0,2.0,2.0,100.0
-2.0,-0.0,28.0,19.0,8.0,5.0,3.0,111.0
18.0,5.0,26.0,16.0,-1.0,-4.0,-3.0,116.0
-2.0,6.0,23.0,17.0,8.0,5.0,3.0,123.0
10.0,8.0,29.0,19.0,6.0,-0.0,0.0,111.0
15.0,8.0,28.0,17.0,2.0,0.0,-0.0,118.0
12.0,2.0,31.0,19.0,4.0,1.0,0.0,106.0
-2.0,-13.0,24.0,17.0,2.0,-3.0,1.0,95.0
-4.0,7.0,31.0,18.0,8.0,8.0,5.0,112.0
-2.0,-1.0,22.0,22.0,0.0,0.0,-0.0,109.0
10.0,2.0,31.0,19.0,4.0,-0.0,-1.0,105.0
12.0,0.0,30.0,18.0,4.0,-1.0,-2.0,107.0
-3.0,-7.0,24.0,17.0,5.0,4.0,1.0,112.0
11.0,6.0,26.0,17.0,3.0,1.0,-0.0,119.0
-8.0,4.0,27.0,20.0,7.0,9.0,5.0,111.0
22.0,14.0,27.0,17.0,4.0,0.0,-1.0,130.0
-6.0,-13.0,25.0,16.0,5.0,-1.0,-0.0,96.0
12.0,12.0,28.0,18.0,2.0,1.0,-1.0,115.0
-3.0,-10.0,25.0,16.0,6.0,1.0,4.0,96.0
-5.0,0.0,29.0,17.0,9.0,5.0,5.0,105.0
-3.0,2.0,29.0,20.0,7.0,5.0,3.0,106.0
14.0,7.0,30.0,20.0,4.0,0.0,0.0,112.0
21.0,6.0,32.0,21.0,2.0,-3.0,-3.0,108.0
11.0,4.0,29.0,19.0,6.0,-0.0,0.0,114.0
-3.0,0.0,27.0,19.0,9.0,6.0,4.0,115.0
19.0,0.0,31.0,19.0,4.0,-2.0,-0.0,111.0
-3.0,-7.0,27.0,16.0,6.0,4.0,3.0,104.0
12.0,2.0,28.0,19.0,3.0,-1.0,-1.0,112.0
10.0,2.0,27.0,18.0,5.0,2.0,2.0,117.0
11.0,0.0,27.0,15.0,3.0,0.0,-1.0,118.0
11.0,1.0,28.0,18.0,5.0,2.0,1.0,120.0
-6.0,5.0,30.0,19.0,9.0,8.0,5.0,105.0
12.0,3.0,28.0,19.0,3.0,-0.0,0.0,114.0
-8.0,5.0,29.0,20.0,7.0,8.0,4.0,105.0
13.0,3.0,27.0,18.0,2.0,-0.0,-1.0,113.0
-7.0,5.0,28.0,20.0,8.0,7.0,4.0,110.0
-3.0,7.0,26.0,19.0,8.0,4.0,2.0,113.0
-3.0,10.0,30.0,21.0,10.0,8.0,3.0,111.0
-11.0,-9.0,24.0,17.0,0.0,1.0,2.0,87.0
15.0,16.0,29.0,17.0,3.0,1.0,1.0,119.0
-9.0,0.0,30.0,20.0,8.0,6.0,5.0,100.0
11.0,1.0,28.0,18.0,4.0,-1.0,-1.0,114.0
18.0,18.0,31.0,19.0,3.0,-0.0,-2.0,113.0
-2.0,-10.0,29.0,16.0,5.0,3.0,3.0,100.0
10.0,1.0,30.0,20.0,5.0,-1.0,-1.0,106.0
15.0,13.0,29.0,18.0,0.0,1.0,2.0,115.0
11.0,5.0,27.0,18.0,4.0,2.0,2.0,120.0
16.0,3.0,26.0,17.0,2.0,-2.0,-2.0,117.0
12.0,2.0,29.0,19.0,3.0,-1.0,1.0,110.0
-5.0,2.0,30.0,19.0,10.0,8.0,6.0,113.0
17.0,10.0,29.0,18.0,3.0,-0.0,-0.0,117.0
9.0,1.0,29.0,19.0,3.0,1.0,2.0,112.0
-5.0,0.0,26.0,19.0,8.0,7.0,5.0,118.0
17.0,5.0,29.0,17.0,6.0,-0.0,-0.0,122.0
9.0,2.0,28.0,18.0,3.0,2.0,2.0,113.0
-8.0,2.0,28.0,20.0,9.0,8.0,6.0,109.0
-2.0,-1.0,25.0,24.0,3.0,3.0,3.0,108.0
-2.0,-7.0,26.0,16.0,7.0,4.0,2.0,112.0
-7.0,3.0,32.0,21.0,4.0,5.0,4.0,89.0
-6.0,-12.0,28.0,16.0,3.0,1.0,5.0,92.0
-8.0,-1.0,24.0,17.0,6.0,5.0,6.0,112.0
-6.0,3.0,30.0,22.0,9.0,8.0,5.0,108.0
-4.0,2.0,33.0,20.0,8.0,8.0,4.0,102.0
16.0,4.0,28.0,18.0,4.0,-2.0,-0.0,115.0
-7.0,-6.0,29.0,18.0,3.0,5.0,2.0,97.0
-2.0,15.0,29.0,18.0,7.0,9.0,4.0,118.0
-3.0,2.0,20.0,10.0,-0.0,-1.0,1.0,108.0
-0.0,-10.0,26.0,17.0,3.0,1.0,1.0,102.0
8.0,3.0,27.0,18.0,5.0,0.0,0.0,113.0
-4.0,-3.0,21.0,16.0,-2.0,-5.0,-1.0,94.0
11.0,7.0,30.0,21.0,4.0,1.0,1.0,109.0
18.0,1.0,30.0,17.0,2.0,-1.0,-0.0,111.0
-3.0,3.0,28.0,20.0,7.0,6.0,3.0,112.0
-1.0,8.0,27.0,20.0,3.0,2.0,1.0,104.0
-4.0,-1.0,21.0,22.0,4.0,1.0,2.0,115.0
-4.0,3.0,30.0,19.0,10.0,8.0,6.0,113.0
-6.0,9.0,28.0,18.0,8.0,9.0,6.0,117.0
-1.0,-11.0,26.0,17.0,4.0,1.0,1.0,100.0
-6.0,-8.0,25.0,17.0,4.0,3.0,2.0,105.0
11.0,11.0,30.0,18.0,5.0,2.0,-1.0,112.0
-10.0,-9.0,27.0,17.0,7.0,2.0,2.0,96.0
-2.0,6.0,25.0,19.0,8.0,3.0,4.0,116.0
1.0,1.0,8.0,7.0,1.0,0.0,0.0,143.0
9.0,6.0,28.0,19.0,3.0,3.0,0.0,116.0
-8.0,-13.0,29.0,16.0,-0.0,-2.0,1.0,76.0
14.0,1.0,30.0,19.0,5.0,0.0,-0.0,116.0
-6.0,-6.0,25.0,18.0,3.0,1.0,2.0,103.0
13.0,1.0,27.0,17.0,1.0,-3.0,-1.0,109.0
14.0,2.0,29.0,18.0,4.0,1.0,2.0,118.0
-5.0,-8.0,29.0,17.0,5.0,2.0,2.0,95.0
-4.0,0.0,30.0,20.0,9.0,8.0,5.0,110.0
-3.0,-8.0,26.0,19.0,4.0,2.0,1.0,102.0
18.0,8.0,27.0,17.0,2.0,2.0,1.0,127.0
-1.0,-12.0,26.0,16.0,2.0,-2.0,1.0,97.0
16.0,9.0,28.0,17.0,5.0,-2.0,-1.0,115.0
9.0,0.0,27.0,17.0,4.0,-0.0,1.0,112.0
7.0,1.0,29.0,20.0,3.0,2.0,2.0,109.0
13.0,15.0,27.0,18.0,5.0,0.0,-1.0,119.0
15.0,2.0,29.0,18.0,4.0,0.0,1.0,118.0
9.0,6.0,26.0,17.0,4.0,3.0,1.0,122.0
9.0,9.0,25.0,17.0,6.0,2.0,-0.0,125.0
14.0,8.0,27.0,17.0,4.0,0.0,-1.0,119.0
-2.0,-3.0,31.0,20.0,-0.0,1.0,3.0,87.0
-7.0,-7.0,23.0,16.0,8.0,3.0,0.0,113.0
-8.0,-7.0,27.0,20.0,5.0,3.0,2.0,99.0
-4.0,-12.0,27.0,18.0,-0.0,-2.0,-1.0,87.0
-0.0,-7.0,24.0,18.0,2.0,-1.0,0.0,104.0
10.0,4.0,31.0,18.0,6.0,0.0,-0.0,108.0
12.0,4.0,30.0,17.0,7.0,0.0,1.0,111.0
-6.0,-4.0,23.0,19.0,-1.0,-3.0,-0.0,92.0
-4.0,-13.0,26.0,17.0,0.0,-5.0,-2.0,82.0
-5.0,-3.0,25.0,18.0,6.0,1.0,2.0,103.0
-2.0,1.0,18.0,19.0,6.0,4.0,0.0,128.0
10.0,14.0,28.0,19.0,6.0,1.0,-1.0,121.0
11.0,4.0,28.0,17.0,0.0,-2.0,-2.0,106.0
12.0,11.0,24.0,17.0,6.0,-1.0,-1.0,123.0
-4.0,-0.0,27.0,15.0,9.0,3.0,4.0,110.0
16.0,8.0,28.0,18.0,5.0,-0.0,-1.0,121.0
8.0,1.0,27.0,19.0,4.0,3.0,1.0,115.0
10.0,1.0,31.0,19.0,3.0,-1.0,1.0,103.0
14.0,7.0,26.0,17.0,3.0,-1.0,0.0,122.0
10.0,0.0,27.0,16.0,3.0,2.0,3.0,118.0
-3.0,-9.0,26.0,13.0,5.0,1.0,3.0,101.0
18.0,4.0,31.0,16.0,5.0,1.0,0.0,117.0
12.0,6.0,29.0,19.0,5.0,1.0,1.0,118.0
19.0,13.0,28.0,18.0,5.0,0.0,-1.0,124.0
15.0,6.0,31.0,20.0,4.0,-0.0,1.0,111.0
12.0,-0.0,28.0,16.0,2.0,-2.0,-1.0,110.0
-8.0,-12.0,24.0,16.0,2.0,1.0,3.0,96.0
-7.0,-1.0,25.0,17.0,6.0,2.0,1.0,105.0
11.0,-0.0,26.0,17.0,4.0,1.0,-0.0,123.0
-8.0,-13.0,23.0,16.0,-1.0,1.0,1.0,98.0
9.0,7.0,28.0,19.0,7.0,-0.0,-0.0,112.0
-7.0,-5.0,26.0,18.0,5.0,-1.0,0.0,96.0
-3.0,4.0,29.0,20.0,6.0,7.0,5.0,112.0
-1.0,4.0,21.0,20.0,5.0,4.0,1.0,123.0
-4.0,14.0,27.0,15.0,8.0,3.0,0.0,107.0
-2.0,2.0,21.0,23.0,2.0,2.0,1.0,115.0
-7.0,2.0,28.0,19.0,10.0,7.0,4.0,111.0
16.0,3.0,27.0,17.0,5.0,-1.0,-1.0,122.0
-0.0,-11.0,23.0,16.0,1.0,1.0,2.0,109.0
14.0,5.0,27.0,16.0,3.0,1.0,-1.0,122.0
16.0,9.0,30.0,20.0,3.0,-0.0,1.0,117.0
15.0,2.0,30.0,19.0,5.0,-1.0,-2.0,116.0
-0.0,1.0,29.0,15.0,5.0,1.0,3.0,102.0
14.0,11.0,31.0,17.0,6.0,-1.0,-0.0,112.0
-3.0,-2.0,24.0,16.0,-0.0,-0.0,3.0,98.0
15.0,6.0,23.0,15.0,5.0,-2.0,-2.0,127.0
-5.0,0.0,20.0,24.0,2.0,4.0,2.0,119.0
-1.0,-9.0,26.0,19.0,3.0,0.0,3.0,102.0
-0.0,-5.0,22.0,15.0,5.0,1.0,1.0,116.0
12.0,6.0,28.0,16.0,4.0,-2.0,-0.0,113.0
-9.0,-14.0,26.0,17.0,0.0,3.0,3.0,97.0
11.0,6.0,27.0,16.0,7.0,1.0,-1.0,123.0
11.0,2.0,28.0,17.0,4.0,-1.0,3.0,112.0
9.0,14.0,26.0,18.0,2.0,4.0,2.0,120.0
17.0,7.0,28.0,19.0,3.0,-0.0,0.0,119.0
-1.0,-8.0,26.0,16.0,-3.0,-4.0,-1.0,88.0
12.0,9.0,28.0,16.0,1.0,-1.0,1.0,112.0
-7.0,-9.0,26.0,15.0,1.0,4.0,6.0,99.0
-5.0,-1.0,23.0,18.0,2.0,0.0,2.0,101.0
16.0,6.0,25.0,16.0,3.0,1.0,0.0,126.0
14.0,4.0,31.0,18.0,5.0,-2.0,-2.0,108.0
2.0,-13.0,27.0,15.0,0.0,-3.0,-0.0,91.0
13.0,4.0,28.0,19.0,6.0,-0.0,-0.0,120.0
10.0,6.0,28.0,19.0,4.0,2.0,2.0,119.0
-3.0,2.0,28.0,16.0,10.0,7.0,5.0,114.0
9.0,8.0,31.0,20.0,5.0,-1.0,-1.0,105.0
-1.0,-10.0,24.0,16.0,-0.0,1.0,2.0,106.0
-3.0,1.0,28.0,17.0,5.0,3.0,3.0,103.0
11.0,8.0,27.0,17.0,5.0,2.0,-0.0,122.0
-1.0,-12.0,29.0,16.0,4.0,1.0,1.0,95.0
-3.0,2.0,30.0,18.0,8.0,4.0,3.0,101.0
-0.0,-10.0,20.0,13.0,1.0,-3.0,-0.0,107.0
12.0,2.0,31.0,21.0,3.0,0.0,0.0,105.0
8.0,3.0,28.0,19.0,3.0,2.0,0.0,115.0
-11.0,4.0,30.0,23.0,10.0,8.0,7.0,105.0
-7.0,2.0,30.0,18.0,9.0,8.0,6.0,106.0
8.0,-0.0,27.0,19.0,2.0,1.0,1.0,111.0
-5.0,0.0,28.0,17.0,9.0,7.0,5.0,114.0
12.0,5.0,29.0,19.0,3.0,-1.0,1.0,111.0
1.0,-0.0,20.0,14.0,2.0,1.0,-0.0,117.0
9.0,1.0,30.0,18.0,5.0,-1.0,1.0,109.0
-4.0,-11.0,27.0,19.0,6.0,2.0,-0.0,103.0
12.0,2.0,27.0,16.0,3.0,1.0,0.0,119.0
-4.0,-10.0,28.0,21.0,5.0,-0.0,0.0,91.0
-4.0,-5.0,26.0,18.0,6.0,1.0,2.0,102.0
1.0,1.0,8.0,7.0,1.0,0.0,0.0,149.0
18.0,14.0,29.0,19.0,4.0,1.0,-1.0,122.0
17.0,3.0,30.0,18.0,5.0,-0.0,0.0,121.0
1.0,1.0,8.0,7.0,1.0,0.0,0.0,146.0
17.0,6.0,27.0,17.0,1.0,-0.0,0.0,118.0
-8.0,-12.0,25.0,17.0,5.0,1.0,2.0,97.0
-2.0,2.0,27.0,18.0,8.0,6.0,4.0,116.0
-5.0,5.0,29.0,21.0,10.0,9.0,6.0,109.0
-2.0,-9.0,25.0,17.0,1.0,1.0,1.0,105.0
-3.0,-12.0,25.0,18.0,5.0,4.0,2.0,108.0
-3.0,-11.0,28.0,16.0,1.0,-2.0,-1.0,87.0
11.0,7.0,28.0,16.0,6.0,0.0,-1.0,116.0
14.0,3.0,30.0,19.0,5.0,-1.0,0.0,113.0
-6.0,-11.0,28.0,19.0,6.0,1.0,3.0,96.0
-2.0,4.0,27.0,19.0,6.0,7.0,4.0,113.0
-5.0,-13.0,26.0,20.0,-1.0,1.0,3.0,93.0
-1.0,8.0,28.0,19.0,6.0,3.0,4.0,109.0
11.0,2.0,28.0,17.0,4.0,1.0,0.0,115.0
-6.0,-10.0,24.0,17.0,4.0,5.0,4.0,111.0
12.0,6.0,25.0,16.0,4.0,0.0,-0.0,124.0
10.0,0.0,28.0,17.0,2.0,1.0,2.0,112.0
9.0,4.0,29.0,19.0,6.0,2.0,-1.0,117.0
-5.0,-13.0,26.0,17.0,3.0,-1.0,1.0,93.0
13.0,4.0,29.0,18.0,6.0,-1.0,-1.0,112.0
12.0,1.0,30.0,18.0,4.0,-1.0,0.0,109.0
13.0,9.0,30.0,19.0,2.0,2.0,2.0,114.0
-11.0,-10.0,26.0,15.0,6.0,3.0,2.0,96.0
-3.0,10.0,28.0,21.0,8.0,7.0,5.0,117.0
11.0,7.0,27.0,16.0,6.0,-0.0,-1.0,119.0
-4.0,-14.0,26.0,18.0,0.0,1.0,3.0,96.0
10.0,5.0,27.0,18.0,6.0,0.0,1.0,119.0
-3.0,7.0,25.0,23.0,3.0,4.0,2.0,112.0
9.0,4.0,27.0,18.0,4.0,2.0,2.0,119.0
12.0,0.0,28.0,18.0,4.0,0.0,1.0,115.0
14.0,5.0,27.0,17.0,0.0,-1.0,-2.0,116.0
19.0,13.0,30.0,17.0,6.0,-2.0,-3.0,116.0
-5.0,-5.0,26.0,19.0,5.0,1.0,2.0,102.0
-6.0,-15.0,25.0,17.0,-1.0,-0.0,3.0,91.0
11.0,9.0,28.0,18.0,2.0,-4.0,-2.0,102.0
15.0,12.0,29.0,19.0,3.0,1.0,2.0,117.0
19.0,18.0,31.0,17.0,2.0,-2.0,-3.0,112.0
9.0,8.0,30.0,21.0,6.0,-1.0,-1.0,105.0
20.0,8.0,29.0,18.0,4.0,-2.0,-1.0,120.0
-4.0,2.0,26.0,18.0,9.0,8.0,5.0,123.0
-6.0,-12.0,26.0,18.0,5.0,2.0,2.0,102.0
-3.0,5.0,27.0,20.0,9.0,8.0,5.0,117.0
-5.0,1.0,26.0,16.0,10.0,4.0,3.0,111.0
-12.0,1.0,27.0,17.0,10.0,9.0,6.0,110.0
20.0,18.0,28.0,18.0,3.0,0.0,-1.0,124.0
-2.0,1.0,23.0,17.0,7.0,5.0,2.0,116.0
18.0,15.0,26.0,16.0,5.0,1.0,-1.0,130.0
1.0,1.0,25.0,17.0,2.0,-1.0,1.0,103.0
2.0,0.0,13.0,9.0,1.0,0.0,-0.0,131.0
-5.0,-1.0,28.0,15.0,2.0,-4.0,-2.0,79.0
-1.0,-6.0,29.0,18.0,6.0,0.0,2.0,96.0
16.0,0.0,29.0,17.0,1.0,-3.0,-1.0,109.0
13.0,4.0,28.0,18.0,5.0,-1.0,1.0,116.0
9.0,4.0,26.0,17.0,6.0,1.0,1.0,122.0
13.0,4.0,29.0,19.0,3.0,1.0,1.0,113.0
-3.0,-9.0,24.0,17.0,1.0,-0.0,1.0,101.0
-2.0,5.0,23.0,24.0,3.0,3.0,2.0,116.0
-1.0,1.0,26.0,18.0,4.0,2.0,2.0,103.0
-5.0,4.0,26.0,19.0,7.0,5.0,2.0,111.0
11.0,4.0,25.0,16.0,6.0,2.0,-0.0,125.0
-3.0,2.0,32.0,24.0,9.0,4.0,4.0,98.0
10.0,10.0,28.0,19.0,4.0,0.0,0.0,114.0
-4.0,-4.0,25.0,17.0,4.0,4.0,4.0,110.0
-2.0,1.0,26.0,18.0,6.0,1.0,2.0,107.0
-2.0,-7.0,23.0,15.0,-2.0,-4.0,-1.0,91.0
10.0,5.0,30.0,17.0,7.0,0.0,0.0,112.0
14.0,3.0,27.0,16.0,1.0,-0.0,1.0,116.0
17.0,6.0,30.0,20.0,3.0,-2.0,1.0,114.0
-2.0,6.0,22.0,21.0,5.0,3.0,-0.0,120.0
10.0,7.0,30.0,17.0,3.0,1.0,2.0,109.0
-3.0,6.0,29.0,21.0,9.0,7.0,4.0,112.0
-0.0,2.0,25.0,19.0,-2.0,-2.0,-2.0,94.0
8.0,2.0,29.0,20.0,4.0,1.0,0.0,110.0
-1.0,-4.0,28.0,18.0,7.0,1.0,-2.0,101.0
18.0,4.0,28.0,18.0,5.0,-1.0,0.0,121.0
11.0,3.0,29.0,19.0,4.0,2.0,0.0,114.0
1.0,1.0,8.0,7.0,1.0,0.0,0.0,145.0
15.0,8.0,28.0,17.0,5.0,0.0,-0.0,122.0
9.0,1.0,31.0,19.0,4.0,0.0,-0.0,103.0
11.0,3.0,27.0,16.0,3.0,-0.0,1.0,115.0
13.0,10.0,28.0,18.0,3.0,2.0,1.0,119.0
-9.0,-15.0,26.0,13.0,-3.0,-5.0,-1.0,76.0
-3.0,-9.0,26.0,18.0,5.0,3.0,2.0,104.0
-2.0,1.0,28.0,20.0,6.0,4.0,4.0,106.0
-6.0,-13.0,29.0,17.0,2.0,1.0,4.0,93.0
-8.0,1.0,30.0,20.0,10.0,7.0,5.0,102.0
-9.0,-9.0,26.0,18.0,4.0,2.0,2.0,93.0
15.0,17.0,28.0,16.0,6.0,1.0,-1.0,122.0
13.0,10.0,25.0,16.0,5.0,2.0,1.0,128.0
10.0,7.0,29.0,16.0,3.0,2.0,2.0,114.0
-2.0,-7.0,29.0,17.0,3.0,3.0,2.0,100.0
-7.0,-2.0,31.0,22.0,8.0,1.0,1.0,90.0
-6.0,10.0,30.0,21.0,9.0,10.0,5.0,112.0
12.0,3.0,28.0,19.0,4.0,2.0,1.0,117.0
-11.0,6.0,25.0,20.0,7.0,8.0,6.0,110.0
0.0,8.0,20.0,23.0,-0.0,-3.0,1.0,105.0
12.0,9.0,30.0,16.0,4.0,2.0,1.0,114.0
-3.0,5.0,31.0,20.0,10.0,7.0,4.0,106.0
-2.0,-4.0,27.0,17.0,6.0,3.0,2.0,105.0
16.0,9.0,30.0,18.0,5.0,1.0,-2.0,119.0
15.0,5.0,26.0,15.0,4.0,-1.0,1.0,120.0
-0.0,-8.0,29.0,19.0,5.0,1.0,0.0,99.0
-4.0,4.0,22.0,23.0,6.0,0.0,1.0,112.0
-5.0,6.0,25.0,20.0,4.0,3.0,2.0,107.0
-5.0,-3.0,24.0,18.0,6.0,2.0,4.0,108.0
17.0,16.0,28.0,19.0,6.0,1.0,-1.0,127.0
13.0,1.0,30.0,19.0,-0.0,-1.0,2.0,103.0
-8.0,-2.0,22.0,24.0,2.0,0.0,-0.0,104.0
-3.0,10.0,27.0,18.0,9.0,6.0,4.0,116.0
12.0,17.0,27.0,17.0,6.0,1.0,-1.0,122.0
14.0,3.0,28.0,18.0,4.0,-1.0,-2.0,114.0
17.0,17.0,30.0,17.0,5.0,-2.0,-1.0,113.0
12.0,14.0,28.0,18.0,4.0,3.0,-1.0,123.0
-6.0,0.0,24.0,17.0,5.0,3.0,3.0,107.0
-2.0,1.0,29.0,17.0,5.0,4.0,1.0,103.0
10.0,2.0,31.0,20.0,2.0,-1.0,2.0,101.0
-6.0,14.0,30.0,20.0,8.0,9.0,5.0,110.0
-3.0,5.0,28.0,21.0,8.0,6.0,6.0,116.0
9.0,8.0,26.0,18.0,4.0,1.0,1.0,117.0
11.0,3.0,28.0,19.0,0.0,-1.0,-1.0,108.0
-5.0,-8.0,26.0,18.0,1.0,-1.0,3.0,91.0
14.0,2.0,29.0,19.0,5.0,-2.0,-1.0,110.0
-0.0,-13.0,25.0,17.0,1.0,1.0,2.0,101.0
9.0,4.0,27.0,18.0,5.0,2.0,1.0,120.0
14.0,10.0,31.0,17.0,6.0,1.0,-1.0,114.0
-2.0,-2.0,27.0,19.0,2.0,1.0,3.0,100.0
18.0,7.0,31.0,20.0,4.0,-2.0,-3.0,111.0
-2.0,5.0,18.0,21.0,-1.0,-4.0,-2.0,108.0
14.0,3.0,28.0,18.0,4.0,0.0,2.0,118.0
10.0,2.0,27.0,18.0,2.0,-2.0,0.0,109.0
-2.0,5.0,25.0,18.0,7.0,3.0,0.0,113.0
-9.0,-0.0,29.0,17.0,9.0,7.0,4.0,104.0
-0.0,-1.0,26.0,18.0,3.0,2.0,2.0,109.0
15.0,10.0,30.0,20.0,3.0,1.0,0.0,115.0
-5.0,-8.0,24.0,16.0,-1.0,0.0,1.0,97.0
12.0,12.0,30.0,18.0,0.0,0.0,0.0,108.0
16.0,6.0,28.0,19.0,3.0,-3.0,-1.0,114.0
-1.0,-6.0,29.0,19.0,7.0,1.0,0.0,97.0
